"","COUNTY","CTYNAME","CENSUS2000POP","ESTIMATESBASE2000","2000","2001","2002","2003","2004","2005","2006","2007"
"22001",22001,"Acadia",10765,10765,10809,0.370061985382552,0.0368697575813439,1.23468165484198,-0.136524984072085,1.33065986146555,3.56179168915273,-0.0434253951710961
"22003",22003,"Allen",6280,6280,6303,0.0951927653498334,-1.42653352353780,-0.192957067052581,0,-3.27050104720477,5.84610259826782,-0.23603461841070
"22005",22005,"Ascension",15593,15444,15655,2.24848291280741,1.71175110888986,1.70136969473620,2.61505012682691,3.91383673709611,16.3740371545084,4.80362096656446
"22007",22007,"Assumption",7376,7376,7395,0.243407707910751,-1.05220558478349,0.43626448534424,0.108592371385910,-1.23389830508475,3.67929708951126,-1.01959745762712
"22009",22009,"Avoyelles",12267,12267,12318,-0.340964442279591,0.88791137178234,1.42107387969318,-0.589125069660059,-0.128133258588932,5.98989656001925,-0.0605235285217128
"22011",22011,"Beauregard",4283,4283,4302,2.44072524407252,0.839573405945087,0.855085508550855,-0.223114680946006,3.39892665474061,5.55795847750865,-0.307314074984634
"22013",22013,"Bienville",6906,6906,6912,-2.57523148148148,-2.22750222750223,-1.77703523693803,-0.309262409154167,-1.55110904296572,0.472664250827162,0.094088129214364
"22015",22015,"Bossier",20563,20638,20758,2.16783890548222,2.01810637495285,1.06766500277316,1.46339232633649,1.82088610447559,4.48408658315258,0.470259278088460
"22017",22017,"Caddo",112755,112680,112849,-0.0389901549858661,0.234918664952795,0.443088352348103,0.748430497222002,0.744618557782225,3.55156888430075,-0.107232317139578
"22019",22019,"Calcasieu",44244,44244,44369,0.205098154116613,0.647773279352227,0.373201036917851,0.843816097072248,0.412858215216143,0.850904773421868,0.516700095927444
"22021",22021,"Caldwell",1891,1891,1892,-1.84989429175476,0.323101777059774,-0.214707461084273,0.0537923614846692,0.0537634408602151,3.17033852767329,-1.14583333333333
"22023",22023,"Cameron",391,391,400,5.5,-1.65876777251185,1.92771084337349,0,0,-33.096926713948,2.47349823321555
"22025",22025,"Catahoula",2965,2965,2968,-0.0336927223719677,-1.71890798786653,-0.377229080932785,-0.516351118760757,-2.00692041522491,6.39124293785311,-0.398274145370063
"22027",22027,"Claiborne",7988,7988,7980,-1.37844611528822,-0.559085133418043,0.281114234602607,-2.65035677879715,2.31675392670157,1.90610208519893,-1.12980165704243
"22029",22029,"Concordia",7671,7671,7677,-1.00299596196431,-0.947368421052632,-0.53134962805526,-0.427350427350427,-0.670600858369099,5.09046718876587,-0.475395091866889
"22031",22031,"De Soto",10762,10762,10804,-1.08293224731581,-0.336857864695424,-0.976434137639658,0.50251256281407,-0.471698113207547,0.398104265402844,0.21714501510574
"22033",22033,"East Baton Rouge",165942,165942,165990,0.696427495632267,0.744259509650246,1.32490052853495,1.4828186448327,1.00894594891164,9.91435007833137,0.569086236852235
"22035",22035,"East Carroll",6343,6343,6344,-3.19987389659521,-2.55658687510177,-1.27005347593583,-1.6926201760325,-2.10055096418733,-0.0703482237073514,0.316789862724393
"22037",22037,"East Feliciana",10068,10068,10100,-2.25742574257426,-1.26620745542950,-1.8877603365138,-2.03910906619262,-1.7399658411614,3.87832699619772,-1.90336749633968
"22039",22039,"Evangeline",10137,10137,10167,-0.2065506048982,0.305539128720678,0.304608430775278,0.470219435736677,1.63806552262090,3.31926323867997,0.324976787372331
"22041",22041,"Franklin",6725,6725,6741,-1.51312861593235,-1.26525079078174,-0.930587337909992,-1.15491222667077,-2.02523757594641,1.78088726347591,-0.843618184658647
"22043",22043,"Grant",2228,2228,2231,-2.19632451815329,1.74152153987168,-0.63063063063063,2.58386219401632,0.0883782589482987,5.65121412803532,-1.08650229837025
"22045",22045,"Iberia",22686,22686,22739,0.268261577026254,0.43859649122807,0.00436681222707424,0.672459717916248,1.13207547169811,3.937210499228,0.693240901213172
"22047",22047,"Iberville",16580,16580,16606,-0.662411176683127,-0.333414161008729,-0.541329602822213,-1.79794520547945,-0.4359197907585,4.05303977983488,-1.27434479442174
"22049",22049,"Jackson",4293,4293,4305,0.0696864111498258,-2.36768802228412,-0.879695672848312,-1.79899256416407,-0.0732779677576942,3.47103397702273,-1.08669974013702
"22051",22051,"Jefferson",104961,104961,105042,2.3057443689191,2.56551031042954,2.34528810299308,3.03529954080457,1.96076744386131,-8.13693474757191,5.14944978230118
"22053",22053,"Jefferson Davis",5595,5595,5610,-1.80035650623886,-0.599019785805046,0.14609203798393,-0.966447848285923,0.699686982139569,3.32784786981167,-1.25641479384180
"22055",22055,"Lafayette",45513,45494,45617,0.982090010303176,2.19038315423858,1.11951395674895,1.94953887523371,1.59286200004121,7.47028518112855,0.375577993771822
"22057",22057,"Lafourche",11367,11367,11433,1.38196448876061,2.49331377793115,1.02693602693603,0.591568071988002,0.132527126646235,5.83174786996443,-0.336095044552134
"22059",22059,"La Salle",1743,1743,1745,0.515759312320917,0.798175598631699,0.226244343891403,0,-0.112866817155756,1.41242937853107,0.668523676880223
"22061",22061,"Lincoln",16989,16989,17001,-1.44109170048821,0.035808068751492,1.09772103567593,1.17431842322672,-0.00583260425780111,1.9715352309846,-0.70358082599245
"22063",22063,"Livingston",3876,3872,3917,7.22491702833801,9.42857142857143,4.87380330722367,6.2448132780083,5.4481546572935,17.4259259259259,6.89165746727646
"22065",22065,"Madison",8286,8286,8291,-1.72476178989265,-2.20913107511046,-3.53915662650602,-3.23965651834504,-1.41185962081484,0.600109110747409,-1.15238611713666
"22067",22067,"Morehouse",13461,13461,13477,-1.46174964754767,-0.399096385542169,0.400695546987223,-1.08433734939759,-1.19518879415347,1.07866553663610,-1.31107553929415
"22069",22069,"Natchitoches",15154,15154,15179,-1.13973252519929,0.633080101292816,-0.192040262234289,0.252123142250531,0.443414956982131,4.03241747380905,-0.025334093356134
"22071",22071,"Orleans",328039,328039,326814,-1.44241066784165,-1.3747283452344,-1.29284293233272,-1.46381133098401,-1.52342422526094,-58.4875833147094,16.0891147899200
"22073",22073,"Ouachita",49592,49592,49706,-0.452661650504969,0.719468078656454,1.37849389008167,0.918375425540337,0.641327371146152,3.15112540192926,-0.0434519761203053
"22075",22075,"Plaquemines",6291,6291,6293,1.20769108533291,1.53870309310724,2.24215246636771,2.46521476104053,-0.59040590405904,-31.1507052709725,3.3211127884408
"22077",22077,"Pointe Coupee",8625,8625,8643,-1.63137799375217,-1.35262291225594,-1.21616787886014,-0.0844900422450211,-2.53684464846581,5.9494298463064,-0.701918577445016
"22079",22079,"Rapides",38552,38552,38694,-0.162815940455885,0.245916491936528,0.0671383566596085,0.735445912469034,0.653226426211031,5.56092843326886,-0.323070617450635
"22081",22081,"Red River",3940,3940,3939,-0.533130236100533,0.587034201123022,0.482111139304745,0.126262626262626,-2.11853720050441,1.00489564545220,-0.510204081632653
"22083",22083,"Richland",7979,7979,7974,-1.15374968648106,-0.786602385181426,-1.63682864450128,-0.62402496099844,-0.340136054421769,1.08952480966133,-0.194779898714453
"22085",22085,"Sabine",3963,3963,3987,-1.25407574617507,-0.558801117602235,0.102171136653895,-0.714467976524624,0.359804677460807,3.84122919334187,-0.591861898890259
"22087",22087,"St. Bernard",5146,5146,5158,6.47537805350911,5.82665695557174,3.59600825877495,6.42750373692078,5.75842696629214,-84.9490925188136,97.7450980392157
"22089",22089,"St. Charles",12160,12160,12247,2.16379521515473,2.71739130434783,0.731403672580143,1.46763479066893,2.57308160779537,6.30102419474544,2.01075193744327
"22091",22091,"St. Helena",5518,5516,5524,-0.506879073135409,-0.836972343522562,-1.37614678899083,-0.241860465116279,-0.72734054457292,7.64606424948337,-1.57068062827225
"22093",22093,"St. James",10491,10628,10648,-0.497746055597295,0.0849457291175083,-1.36740852508487,-0.793574911559423,0.549344641480339,3.47934438799962,1.14857354575769
"22095",22095,"St. John the Baptist",19342,19342,19424,1.37973640856672,1.70119845622588,2.26693963149748,2.95883990039549,2.1529852515768,8.7739659254445,2.75276343305877
"22097",22097,"St. Landry",37077,37077,37196,-0.427465318851489,0.156600156600157,-0.199487801590511,0.383566084114422,0.734601619890752,4.03889304412865,0.364588682345692
"22099",22099,"St. Martin",15591,15591,15668,0.95736533061016,-0.265520293336705,-0.469066937119675,0.00636861546299834,0,3.43246513405082,-0.049255017854944
"22101",22101,"St. Mary",17052,17052,17021,-1.48639915398625,-0.620229007633588,-0.558089294287086,-0.537082855591093,-1.43186506491931,5.25052320571218,-1.43283232937599
"22103",22103,"St. Tammany",19151,19151,19322,5.13921954249043,6.4336697021905,5.08741097030802,6.53551623976763,6.56008592555872,2.10893584027912,3.80044800485971
"22105",22105,"Tangipahoa",28564,28570,28713,0.832375579006025,1.10182370820669,1.42803457346862,1.71443969146822,1.77826346115637,7.92256385228567,2.29122701236057
"22107",22107,"Tensas",3671,3671,3653,-2.92909937038051,-2.48166948674563,-1.8796992481203,-2.94724432655467,0.455511691466748,2.69044740024184,-2.44333235207536
"22109",22109,"Terrebonne",18648,18648,18745,0.176046945852227,-0.0958568537650442,0.772921108742004,0.0687648770166623,0.54445501638651,6.27201514115977,1.09824873849807
"22111",22111,"Union",6403,6403,6417,-0.638927847904005,-0.878293601003764,0.0158227848101266,-0.522069292833412,-0.604325699745547,0.944,-0.919321604057695
"22113",22113,"Vermilion",7646,7665,7697,0.103936598674808,1.11615833874108,-0.0513412912334745,-0.295364068318993,1.7774343122102,4.15084788661098,-0.0121506682867558
"22115",22115,"Vernon",9164,9164,9211,-3.09412658777549,-5.68003585032489,-3.29017698063903,-3.64775239498895,-2.97004461440408,-4.93956910141881,-8.41625207296849
"22117",22117,"Washington",13877,13877,13921,-0.897923999712664,0.188460423311105,-0.289393720156273,-0.166884341895226,0.167163311287158,2.21303149034973,1.76758713707674
"22119",22119,"Webster",13762,13762,13776,-1.12514518002323,-0.491887526613318,-0.332005312084993,-0.229476645199497,0.608398872236237,1.8952802359882,0.0506622276905262
"22121",22121,"West Baton Rouge",7693,7693,7710,0.778210116731518,0.205920205920206,-1.01464166452607,1.51810042818217,-1.09918200408998,6.62962005686224,1.01805841716156
"22123",22123,"West Carroll",2325,2325,2325,-2.88172043010753,0.221434898139947,2.38621299160407,-0.345274061286146,0.043308791684712,-2.81385281385281,-1.33630289532294
"22125",22125,"West Feliciana",7634,7634,7666,-0.339159926950170,0.0916230366492147,-0.457695828429449,-0.814503415659485,0.185430463576159,2.00951877313591,-2.03473302229134
"22127",22127,"Winn",5414,5414,5421,-2.8408042796532,-0.170875261059427,-3.29022441993153,-1.35693215339233,-0.797448165869219,0.180868167202572,-1.04312938816449
